aX,aY,aZ,gX,gY,gZ
1.884,0.583,0.412,25.513,113.403,98.267
1.750,0.578,0.275,18.677,111.206,79.651
1.609,0.594,0.185,11.658,110.474,62.134
1.472,0.608,0.135,4.456,114.502,48.157
1.351,0.624,0.106,-2.625,124.268,37.659
1.258,0.644,0.102,-6.836,136.292,29.358
1.177,0.671,0.111,-7.263,145.325,19.897
1.077,0.693,0.129,-6.409,147.278,6.775
0.962,0.729,0.152,-5.554,142.883,-11.475
0.833,0.774,0.193,-4.150,135.620,-34.424
0.679,0.833,0.221,-1.770,127.625,-57.861
0.517,0.893,0.254,0.916,119.690,-79.163
0.341,0.962,0.267,2.563,109.863,-97.473
0.173,1.030,0.246,3.296,97.839,-114.319
0.018,1.101,0.193,5.066,83.801,-130.615
-0.126,1.176,0.125,9.338,67.322,-146.973
-0.251,1.271,0.051,15.686,48.523,-163.269
-0.358,1.365,-0.023,21.851,28.748,-177.979
-0.474,1.453,-0.090,24.719,10.498,-190.125
-0.565,1.535,-0.134,22.400,0.610,-198.669
-0.683,1.631,-0.164,15.747,-1.892,-202.881
-0.856,1.749,-0.124,6.287,-3.296,-205.994
-1.069,1.841,-0.005,-5.554,-0.916,-208.496
-1.212,1.875,0.078,-17.944,10.315,-204.590
-1.298,1.851,0.116,-29.541,25.085,-192.139
-1.307,1.819,0.115,-41.443,32.043,-178.284
-1.222,1.789,0.092,-51.697,29.602,-165.405
-1.072,1.690,0.098,-64.941,18.127,-152.039
-0.923,1.609,0.111,-88.501,4.333,-141.357
-0.687,1.368,-0.023,-115.173,-3.845,-132.935
-0.542,0.950,0.066,-147.217,-4.822,-123.413
-0.363,0.505,-0.082,-192.444,-8.484,-127.319
-0.220,-0.046,0.025,-238.342,-18.066,-128.479
-0.083,-0.438,0.464,-284.424,-24.597,-126.099
0.084,-0.988,1.053,-332.031,-19.714,-120.422
0.373,-1.760,1.704,-399.292,23.437,-72.510
0.890,-3.174,3.028,-392.090,38.818,-55.359
1.222,-3.784,3.531,-357.483,37.415,-59.082
1.460,-4.000,3.873,-300.415,17.212,-81.787
1.461,-4.000,3.932,-233.704,-12.878,-116.516
1.386,-4.000,3.779,-167.725,-35.461,-153.687
1.215,-4.000,3.361,-102.356,-50.842,-169.922
1.076,-4.000,2.762,-38.330,-57.739,-179.443
0.888,-3.785,2.167,18.738,-58.167,-178.650
0.701,-3.362,1.546,63.110,-49.805,-170.288
0.523,-2.948,1.018,97.168,-33.569,-151.245
0.388,-2.503,0.610,113.953,-12.573,-120.178
0.323,-2.135,0.361,116.150,13.367,-80.933
0.286,-1.804,0.192,111.877,33.997,-43.030
0.288,-1.557,0.083,101.563,50.110,-11.169
0.280,-1.297,0.020,94.421,58.167,6.104
0.251,-1.045,-0.007,92.041,58.350,12.817
0.199,-0.861,-0.054,89.905,46.326,12.817
0.087,-0.528,-0.084,89.783,40.344,14.465
0.063,-0.428,-0.094,89.600,37.170,20.386
0.051,-0.377,-0.120,87.585,35.400,27.283
0.030,-0.325,-0.125,81.177,30.945,33.264
0.022,-0.291,-0.119,71.289,25.513,36.560
0.036,-0.274,-0.134,61.340,21.851,37.109
0.053,-0.269,-0.130,52.246,19.531,36.499
0.061,-0.278,-0.124,43.274,17.761,34.912
0.072,-0.307,-0.119,33.569,16.052,31.738
0.074,-0.344,-0.101,24.353,14.221,27.771
0.067,-0.368,-0.059,16.418,12.451,22.644
0.057,-0.442,0.037,7.263,6.042,14.893
0.067,-0.482,0.077,4.639,2.197,12.573
0.084,-0.510,0.118,2.014,-0.732,11.047
0.111,-0.541,0.162,-1.770,-3.540,10.620
0.140,-0.575,0.209,-6.592,-5.920,11.047
0.172,-0.616,0.259,-12.024,-7.507,12.024
0.201,-0.661,0.313,-16.724,-7.996,12.512
0.260,-0.738,0.409,-18.494,-6.653,11.169
0.293,-0.769,0.437,-15.808,-6.653,9.033
0.328,-0.793,0.453,-12.085,-8.606,6.409
0.368,-0.818,0.454,-8.423,-12.451,3.967
0.406,-0.845,0.443,-5.615,-16.785,2.563
0.443,-0.867,0.434,-4.272,-20.264,2.075
0.488,-0.879,0.440,-3.662,-22.217,2.808
0.537,-0.892,0.445,-3.601,-21.912,5.371
0.591,-0.911,0.449,-4.333,-19.653,9.277
0.643,-0.921,0.460,-5.432,-15.381,13.428
0.692,-0.929,0.471,-6.470,-9.399,16.357
0.734,-0.943,0.478,-6.897,-3.052,18.433
0.758,-0.954,0.482,-6.348,2.747,18.860
0.773,-0.960,0.483,-4.578,7.324,17.639
0.785,-0.964,0.482,-1.831,10.376,16.235
-1.779,-0.175,-1.021,-20.935,-67.383,-152.344
-2.182,-0.102,-1.059,-41.321,-61.951,-128.479
-2.537,-0.024,-1.018,-66.711,-70.984,-98.389
-2.851,0.021,-0.915,-94.910,-93.384,-61.401
-3.034,0.077,-0.757,-120.972,-122.742,-20.691
-3.118,0.106,-0.569,-143.738,-153.625,18.677
-3.144,0.115,-0.381,-160.156,-180.908,56.641
-3.193,0.140,-0.118,-168.701,-198.242,93.262
-3.182,0.130,0.158,-171.448,-200.195,130.981
-3.086,0.093,0.415,-171.021,-189.697,172.485
-2.909,0.041,0.653,-165.649,-179.138,213.074
-2.706,0.019,0.875,-158.997,-176.392,245.361
-2.458,-0.001,1.081,-156.616,-188.843,265.991
-2.159,0.001,1.311,-158.203,-213.196,282.349
-1.722,0.006,1.634,-166.016,-228.760,304.871
-1.093,-0.007,1.988,-176.880,-215.881,337.585
-0.409,-0.036,2.369,-183.228,-177.063,373.291
0.265,-0.085,2.660,-183.228,-127.197,402.283
0.748,-0.163,2.774,-170.715,-81.970,417.664
0.946,-0.212,2.823,-138.672,-55.054,410.889
1.290,-0.145,3.115,-94.055,-80.017,378.357
1.628,-0.013,2.863,-50.110,-131.470,338.013
2.086,0.144,2.738,-22.461,-90.149,337.646
2.705,0.308,2.487,-10.864,-1.892,330.139
2.780,0.268,2.314,-0.305,27.344,308.533
2.760,0.205,2.221,14.832,54.077,276.062
2.547,0.281,1.969,33.997,29.175,226.196
2.333,0.329,1.739,57.190,-6.775,184.326
2.282,0.402,1.546,73.425,-22.034,156.494
2.372,0.480,1.335,75.867,-16.602,144.714
2.477,0.526,1.141,64.514,6.287,148.499
2.516,0.541,1.013,41.077,44.128,158.264
2.516,0.517,0.896,12.756,88.013,161.682
2.445,0.445,0.816,-11.658,123.474,157.104
2.342,0.404,0.811,-26.123,145.569,143.982
2.281,0.398,0.821,-28.748,159.180,127.258
2.238,0.388,0.813,-23.071,167.053,111.023
2.216,0.375,0.777,-15.259,170.715,93.201
2.159,0.328,0.735,-10.437,172.241,72.144
2.056,0.261,0.716,-9.766,173.340,49.133
1.898,0.164,0.738,-10.925,175.293,28.320
1.713,0.086,0.769,-10.742,176.086,10.010
1.512,0.026,0.797,-8.728,174.744,-5.676
1.361,-0.009,0.815,-4.639,171.814,-19.409
1.242,-0.025,0.802,0.916,166.443,-32.166
1.121,-0.020,0.769,7.385,158.264,-44.189
1.002,0.013,0.724,13.977,148.926,-56.213
0.888,0.071,0.670,19.958,139.526,-68.237
0.764,0.136,0.610,25.574,129.700,-79.468
0.644,0.203,0.536,29.846,120.972,-89.783
0.513,0.263,0.459,33.203,114.868,-98.755
0.395,0.332,0.375,35.156,112.000,-106.201
0.283,0.407,0.280,35.156,110.779,-110.474
0.178,0.458,0.178,32.898,110.046,-112.122
0.086,0.501,0.078,27.832,107.849,-112.732
0.023,0.578,-0.020,21.484,102.722,-113.708
-0.041,0.651,-0.104,17.273,93.750,-115.112
-0.119,0.722,-0.166,14.709,80.627,-117.859
-0.194,0.795,-0.242,13.428,65.613,-121.155
-0.270,0.862,-0.314,13.062,50.659,-123.962
-0.321,0.923,-0.364,12.085,37.720,-125.977
-0.361,0.990,-0.394,8.545,27.649,-127.319
-0.406,1.061,-0.419,2.563,19.836,-128.052
-0.458,1.167,-0.426,-6.226,13.245,-127.625
-0.487,1.298,-0.425,-16.968,7.874,-125.305
-0.514,1.432,-0.409,-29.175,2.869,-120.117
-0.563,1.547,-0.342,-43.335,-2.014,-115.051
-0.640,1.602,-0.180,-61.340,-6.104,-111.084
-0.631,1.593,-0.069,-81.055,-6.165,-106.995
-0.598,1.592,-0.044,-100.037,-9.521,-100.159
-0.617,1.614,-0.013,-114.990,-19.775,-98.572
-0.649,1.620,0.026,-128.845,-33.936,-107.361
-0.665,1.593,0.060,-144.043,-46.509,-117.126
-0.639,1.478,0.107,-158.875,-52.368,-122.681
-0.587,1.344,0.182,-175.598,-54.138,-127.075
-0.531,1.162,0.344,-194.885,-54.382,-129.150
-0.328,0.897,0.400,-221.069,-53.711,-127.930
-0.080,0.354,0.509,-253.723,-55.725,-117.065
0.172,-0.199,0.821,-297.852,-56.641,-103.821
0.401,-0.807,1.433,-344.177,-47.302,-89.294
0.506,-1.509,2.139,-386.658,-27.954,-70.007
0.572,-2.184,2.954,-407.715,6.958,-48.462
0.808,-2.641,3.858,-387.695,54.016,-43.579
1.258,-3.326,4.000,-252.625,80.750,-62.378
1.271,-3.502,4.000,-180.786,39.063,-88.989
1.084,-3.568,4.000,-110.474,-26.245,-128.601
0.835,-3.449,3.603,-48.279,-94.360,-177.795
0.635,-3.255,2.759,8.484,-143.860,-215.393
0.430,-3.072,2.024,59.875,-162.109,-222.107
0.142,-2.873,1.342,94.116,-156.860,-203.003
0.021,-2.670,0.896,105.835,-125.000,-169.128
0.013,-2.475,0.693,103.577,-79.712,-125.610
0.083,-2.262,0.563,93.262,-37.231,-81.604
0.160,-2.050,0.469,83.618,-1.953,-41.565
0.227,-1.849,0.391,77.515,24.902,-11.169
0.260,-1.641,0.287,75.623,41.077,9.155
0.255,-1.439,0.230,75.562,48.950,22.339
0.253,-1.248,0.211,73.669,53.040,28.259
0.249,-1.083,0.202,71.838,55.542,32.532
0.212,-0.950,0.201,72.021,55.054,37.964
0.176,-0.836,0.182,72.815,51.147,41.992
0.151,-0.739,0.170,72.998,44.434,43.335
0.128,-0.654,0.169,72.021,35.828,42.664
0.094,-0.589,0.162,69.702,28.076,41.565
0.061,-0.533,0.158,65.735,22.461,40.222
0.036,-0.492,0.169,60.425,19.653,39.368
0.011,-0.461,0.197,53.284,19.165,39.429
-0.003,-0.440,0.222,44.922,20.386,39.429
-0.012,-0.428,0.245,36.255,22.217,39.124
-0.017,-0.419,0.282,29.114,24.658,38.574
-0.018,-0.418,0.317,23.926,25.513,40.161
0.001,-0.429,0.327,17.090,22.156,38.818
0.017,-0.431,0.323,15.686,15.869,34.424
0.032,-0.437,0.326,15.503,7.568,29.358
0.061,-0.450,0.315,16.052,-0.488,25.513
0.095,-0.463,0.296,16.357,-7.935,21.851
0.128,-0.479,0.276,15.503,-14.526,17.395
0.147,-0.499,0.278,13.672,-19.714,12.878
0.161,-0.517,0.300,10.559,-22.400,9.155
